'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:16:11.584 09/02/1989]',0.154,118.426,-0.031,0.354
'[23:16:11.588 09/02/1989]',0.124,118.426,-0.033,0.359
'[23:16:11.592 09/02/1989]',0.130,118.656,-0.033,0.359
'[23:16:11.596 09/02/1989]',0.124,118.885,-0.033,0.352
'[23:16:11.600 09/02/1989]',0.152,120.492,-0.037,0.356
'[23:16:11.604 09/02/1989]',0.166,120.492,-0.037,0.356
'[23:16:11.608 09/02/1989]',0.220,120.721,-0.039,0.352
'[23:16:11.612 09/02/1989]',0.232,120.492,-0.042,0.349
'[23:16:11.616 09/02/1989]',0.216,120.721,-0.044,0.349
'[23:16:11.620 09/02/1989]',0.216,120.721,-0.043,0.352
'[23:16:11.624 09/02/1989]',0.162,121.180,-0.044,0.352
'[23:16:11.628 09/02/1989]',0.184,120.951,-0.045,0.342
'[23:16:11.632 09/02/1989]',0.122,121.410,-0.044,0.342
'[23:16:11.636 09/02/1989]',0.138,120.721,-0.045,0.347
'[23:16:11.640 09/02/1989]',0.134,119.803,-0.044,0.342
'[23:16:11.644 09/02/1989]',0.098,119.344,-0.042,0.337
'[23:16:11.648 09/02/1989]',0.072,118.426,-0.041,0.349
'[23:16:11.652 09/02/1989]',0.086,118.197,-0.042,0.344
'[23:16:11.656 09/02/1989]',0.030,117.049,-0.042,0.352
'[23:16:11.660 09/02/1989]',0.024,116.361,-0.044,0.354
'[23:16:11.664 09/02/1989]',0.016,116.131,-0.041,0.352
'[23:16:11.668 09/02/1989]',0.008,116.131,-0.042,0.337
'[23:16:11.672 09/02/1989]',0.004,114.984,-0.042,0.347
'[23:16:11.676 09/02/1989]',0.004,114.525,-0.043,0.342
'[23:16:11.680 09/02/1989]',0.006,114.754,-0.042,0.337
'[23:16:11.684 09/02/1989]',0.012,113.836,-0.043,0.349
'[23:16:11.688 09/02/1989]',0.004,113.377,-0.045,0.340
'[23:16:11.692 09/02/1989]',-0.008,112.918,-0.045,0.340
'[23:16:11.696 09/02/1989]',-0.010,112.918,-0.047,0.340
'[23:16:11.700 09/02/1989]',-0.008,112.000,-0.049,0.333
'[23:16:11.704 09/02/1989]',-0.012,110.623,-0.046,0.335
'[23:16:11.708 09/02/1989]',-0.008,110.164,-0.046,0.333
'[23:16:11.712 09/02/1989]',-0.012,110.164,-0.042,0.342
'[23:16:11.716 09/02/1989]',-0.004,109.934,-0.044,0.337
'[23:16:11.720 09/02/1989]',-0.000,109.475,-0.039,0.333
'[23:16:11.724 09/02/1989]',0.004,109.016,-0.042,0.333
'[23:16:11.728 09/02/1989]',-0.000,108.328,-0.041,0.330
'[23:16:11.732 09/02/1989]',-0.004,108.328,-0.044,0.325
'[23:16:11.736 09/02/1989]',-0.008,107.410,-0.043,0.333
'[23:16:11.740 09/02/1989]',-0.064,107.410,-0.044,0.333
'[23:16:11.744 09/02/1989]',-0.108,106.951,-0.048,0.335
'[23:16:11.748 09/02/1989]',-0.118,107.180,-0.047,0.328
'[23:16:11.752 09/02/1989]',-0.024,106.951,-0.050,0.325
'[23:16:11.756 09/02/1989]',0.232,106.721,-0.051,0.323
'[23:16:11.760 09/02/1989]',0.590,105.803,-0.050,0.323
'[23:16:11.764 09/02/1989]',0.974,106.033,-0.052,0.318
'[23:16:11.768 09/02/1989]',1.238,105.574,-0.050,0.328
'[23:16:11.772 09/02/1989]',1.330,105.344,-0.051,0.328
'[23:16:11.776 09/02/1989]',1.056,104.656,-0.048,0.323
'[23:16:11.780 09/02/1989]',0.678,105.115,-0.046,0.325
'[23:16:11.784 09/02/1989]',0.376,104.656,-0.045,0.321
'[23:16:11.788 09/02/1989]',-0.056,104.656,-0.042,0.316
'[23:16:11.792 09/02/1989]',-0.312,104.426,-0.047,0.311
'[23:16:11.796 09/02/1989]',-0.496,104.426,-0.049,0.311
'[23:16:11.800 09/02/1989]',-0.636,104.426,-0.050,0.306
'[23:16:11.804 09/02/1989]',-0.690,103.738,-0.051,0.314
'[23:16:11.808 09/02/1989]',-0.632,103.967,-0.050,0.314
'[23:16:11.812 09/02/1989]',-0.536,103.967,-0.049,0.309
'[23:16:11.816 09/02/1989]',-0.386,104.656,-0.051,0.311
'[23:16:11.820 09/02/1989]',-0.320,103.967,-0.045,0.302
'[23:16:11.824 09/02/1989]',-0.168,104.426,-0.046,0.299
'[23:16:11.828 09/02/1989]',-0.078,103.738,-0.045,0.295
'[23:16:11.832 09/02/1989]',-0.038,103.967,-0.050,0.283
'[23:16:11.836 09/02/1989]',-0.032,103.049,-0.049,0.290
'[23:16:11.840 09/02/1989]',-0.022,103.738,-0.049,0.266
'[23:16:11.844 09/02/1989]',-0.034,103.049,-0.051,0.247
'[23:16:11.848 09/02/1989]',-0.034,103.049,-0.052,0.238
'[23:16:11.852 09/02/1989]',-0.020,103.049,-0.046,0.228
'[23:16:11.856 09/02/1989]',-0.018,102.361,-0.049,0.219
'[23:16:11.860 09/02/1989]',-0.000,102.131,-0.046,0.197
'[23:16:11.864 09/02/1989]',-0.000,101.902,-0.049,0.181
'[23:16:11.868 09/02/1989]',0.024,101.902,-0.049,0.164
'[23:16:11.872 09/02/1989]',0.012,101.443,-0.049,0.145
'[23:16:11.876 09/02/1989]',0.020,100.984,-0.045,0.124
'[23:16:11.880 09/02/1989]',0.018,100.984,-0.043,0.109
'[23:16:11.884 09/02/1989]',0.014,100.754,-0.042,0.088
'[23:16:11.888 09/02/1989]',0.018,100.066,-0.044,0.071
'[23:16:11.892 09/02/1989]',0.018,99.607,-0.047,0.057
'[23:16:11.896 09/02/1989]',0.024,99.607,-0.042,0.038
'[23:16:11.900 09/02/1989]',0.008,99.836,-0.045,0.010
'[23:16:11.904 09/02/1989]',0.020,99.377,-0.041,-0.005
'[23:16:11.908 09/02/1989]',0.028,99.377,-0.042,-0.024
'[23:16:11.912 09/02/1989]',0.026,98.689,-0.037,-0.040
'[23:16:11.916 09/02/1989]',0.052,98.689,-0.035,-0.057
'[23:16:11.920 09/02/1989]',0.044,98.230,-0.032,-0.074
'[23:16:11.924 09/02/1989]',0.054,98.459,-0.026,-0.086
'[23:16:11.928 09/02/1989]',0.052,98.000,-0.029,-0.097
'[23:16:11.932 09/02/1989]',0.036,98.230,-0.028,-0.112
'[23:16:11.936 09/02/1989]',0.040,99.377,-0.029,-0.133
'[23:16:11.940 09/02/1989]',0.050,99.148,-0.028,-0.152
'[23:16:11.944 09/02/1989]',0.038,99.607,-0.029,-0.166
'[23:16:11.948 09/02/1989]',0.040,100.754,-0.029,-0.188
'[23:16:11.952 09/02/1989]',0.050,101.672,-0.028,-0.204
'[23:16:11.956 09/02/1989]',0.064,103.738,-0.029,-0.219
'[23:16:11.960 09/02/1989]',0.080,104.656,-0.028,-0.230
'[23:16:11.964 09/02/1989]',0.082,108.328,-0.032,-0.252
'[23:16:11.968 09/02/1989]',0.096,110.394,-0.033,-0.261
'[23:16:11.972 09/02/1989]',0.100,113.836,-0.034,-0.273
'[23:16:11.976 09/02/1989]',0.094,117.738,-0.035,-0.295
'[23:16:11.980 09/02/1989]',0.096,122.787,-0.033,-0.311
'[23:16:11.984 09/02/1989]',0.094,127.377,-0.030,-0.323
'[23:16:11.988 09/02/1989]',0.080,132.197,-0.030,-0.340
'[23:16:11.992 09/02/1989]',0.082,136.787,-0.030,-0.352
'[23:16:11.996 09/02/1989]',0.096,142.066,-0.031,-0.366
'[23:16:12.000 09/02/1989]',0.120,148.033,-0.030,-0.380
'[23:16:12.004 09/02/1989]',0.110,152.394,-0.031,-0.394
'[23:16:12.008 09/02/1989]',0.138,157.672,-0.026,-0.404
'[23:16:12.012 09/02/1989]',0.142,162.951,-0.029,-0.416
'[23:16:12.016 09/02/1989]',0.128,167.771,-0.030,-0.423
'[23:16:12.020 09/02/1989]',0.136,171.672,-0.036,-0.437
'[23:16:12.024 09/02/1989]',0.142,175.574,-0.033,-0.449
'[23:16:12.028 09/02/1989]',0.132,178.328,-0.036,-0.458
'[23:16:12.032 09/02/1989]',0.132,180.394,-0.037,-0.468
'[23:16:12.036 09/02/1989]',0.126,182.918,-0.039,-0.475
'[23:16:12.040 09/02/1989]',0.124,183.836,-0.038,-0.485
'[23:16:12.044 09/02/1989]',0.134,183.607,-0.042,-0.485
'[23:16:12.048 09/02/1989]',0.138,184.525,-0.039,-0.504
'[23:16:12.052 09/02/1989]',0.160,184.066,-0.032,-0.504
'[23:16:12.056 09/02/1989]',0.156,183.607,-0.030,-0.518
'[23:16:12.060 09/02/1989]',0.160,182.689,-0.023,-0.527
'[23:16:12.064 09/02/1989]',0.152,181.312,-0.022,-0.539
'[23:16:12.068 09/02/1989]',0.156,179.705,-0.022,-0.542
'[23:16:12.072 09/02/1989]',0.148,179.017,-0.025,-0.558
'[23:16:12.076 09/02/1989]',0.150,176.721,-0.025,-0.553
'[23:16:12.080 09/02/1989]',0.144,174.885,-0.027,-0.570
'[23:16:12.084 09/02/1989]',0.142,173.738,-0.027,-0.570
'[23:16:12.088 09/02/1989]',0.128,171.672,-0.026,-0.580
'[23:16:12.092 09/02/1989]',0.126,169.836,-0.026,-0.584
'[23:16:12.096 09/02/1989]',0.096,167.541,-0.024,-0.584
'[23:16:12.100 09/02/1989]',0.094,166.164,-0.024,-0.603
'[23:16:12.104 09/02/1989]',0.084,164.328,-0.022,-0.606
'[23:16:12.108 09/02/1989]',0.088,162.721,-0.018,-0.615
'[23:16:12.112 09/02/1989]',0.092,161.803,-0.018,-0.618
'[23:16:12.116 09/02/1989]',0.084,160.656,-0.016,-0.632
'[23:16:12.120 09/02/1989]',0.066,159.967,-0.016,-0.629
'[23:16:12.124 09/02/1989]',0.050,158.820,-0.016,-0.639
'[23:16:12.128 09/02/1989]',0.030,158.131,-0.013,-0.653
'[23:16:12.132 09/02/1989]',0.032,156.984,-0.015,-0.665
'[23:16:12.136 09/02/1989]',0.028,155.836,-0.010,-0.667
'[23:16:12.140 09/02/1989]',0.036,154.918,-0.013,-0.667
'[23:16:12.144 09/02/1989]',0.036,154.230,-0.011,-0.675
'[23:16:12.148 09/02/1989]',0.024,153.771,-0.013,-0.684
'[23:16:12.152 09/02/1989]',0.046,152.623,-0.016,-0.684
'[23:16:12.156 09/02/1989]',0.046,152.394,-0.020,-0.703
'[23:16:12.160 09/02/1989]',0.040,150.557,-0.020,-0.703
'[23:16:12.164 09/02/1989]',0.034,150.557,-0.022,-0.703
'[23:16:12.168 09/02/1989]',0.032,149.639,-0.022,-0.703
'[23:16:12.172 09/02/1989]',0.032,147.803,-0.020,-0.713
'[23:16:12.176 09/02/1989]',0.024,146.656,-0.020,-0.713
'[23:16:12.180 09/02/1989]',0.030,145.508,-0.022,-0.727
'[23:16:12.184 09/02/1989]',0.028,144.131,-0.018,-0.720
'[23:16:12.188 09/02/1989]',0.032,142.066,-0.018,-0.722
'[23:16:12.192 09/02/1989]',0.042,140.230,-0.017,-0.722
'[23:16:12.196 09/02/1989]',0.046,138.164,-0.018,-0.732
'[23:16:12.200 09/02/1989]',0.052,136.098,-0.019,-0.736
'[23:16:12.204 09/02/1989]',0.060,133.344,-0.022,-0.746
'[23:16:12.208 09/02/1989]',0.066,131.279,-0.020,-0.755
'[23:16:12.212 09/02/1989]',0.064,129.443,-0.025,-0.758
'[23:16:12.216 09/02/1989]',0.060,127.607,-0.025,-0.753
'[23:16:12.220 09/02/1989]',0.076,124.853,-0.028,-0.751
'[23:16:12.224 09/02/1989]',0.086,123.016,-0.031,-0.760
'[23:16:12.228 09/02/1989]',0.092,121.180,-0.030,-0.765
'[23:16:12.232 09/02/1989]',0.078,120.033,-0.031,-0.760
'[23:16:12.236 09/02/1989]',0.080,117.967,-0.025,-0.760
'[23:16:12.240 09/02/1989]',0.100,117.967,-0.027,-0.753
'[23:16:12.244 09/02/1989]',0.072,117.049,-0.027,-0.760
'[23:16:12.248 09/02/1989]',0.084,117.279,-0.029,-0.772
'[23:16:12.252 09/02/1989]',0.080,116.820,-0.028,-0.767
'[23:16:12.256 09/02/1989]',0.080,117.049,-0.027,-0.762
'[23:16:12.260 09/02/1989]',0.086,117.049,-0.027,-0.760
'[23:16:12.264 09/02/1989]',0.096,118.197,-0.030,-0.758
'[23:16:12.268 09/02/1989]',0.100,118.426,-0.030,-0.751
'[23:16:12.272 09/02/1989]',0.114,119.115,-0.032,-0.762
'[23:16:12.276 09/02/1989]',0.118,120.951,-0.033,-0.765
'[23:16:12.280 09/02/1989]',0.124,121.869,-0.035,-0.760
'[23:16:12.284 09/02/1989]',0.120,122.787,-0.039,-0.760
'[23:16:12.288 09/02/1989]',0.138,123.246,-0.040,-0.751
'[23:16:12.292 09/02/1989]',0.144,123.475,-0.039,-0.751
'[23:16:12.296 09/02/1989]',0.158,123.935,-0.038,-0.736
'[23:16:12.300 09/02/1989]',0.164,124.853,-0.040,-0.741
'[23:16:12.304 09/02/1989]',0.146,125.082,-0.036,-0.739
'[23:16:12.308 09/02/1989]',0.152,126.459,-0.038,-0.734
'[23:16:12.312 09/02/1989]',0.152,126.689,-0.036,-0.734
'[23:16:12.316 09/02/1989]',0.178,127.148,-0.039,-0.741
'[23:16:12.320 09/02/1989]',0.194,127.607,-0.039,-0.736
'[23:16:12.324 09/02/1989]',0.226,127.607,-0.038,-0.732
'[23:16:12.328 09/02/1989]',0.230,127.607,-0.038,-0.732
'[23:16:12.332 09/02/1989]',0.216,127.836,-0.039,-0.739
'[23:16:12.336 09/02/1989]',0.198,127.607,-0.035,-0.729
'[23:16:12.340 09/02/1989]',0.178,127.607,-0.037,-0.734
'[23:16:12.344 09/02/1989]',0.172,127.148,-0.035,-0.741
'[23:16:12.348 09/02/1989]',0.160,126.918,-0.034,-0.734
'[23:16:12.352 09/02/1989]',0.138,126.918,-0.031,-0.732
'[23:16:12.356 09/02/1989]',0.122,126.689,-0.029,-0.736
'[23:16:12.360 09/02/1989]',0.088,126.000,-0.030,-0.729
'[23:16:12.364 09/02/1989]',0.034,125.771,-0.027,-0.732
'[23:16:12.368 09/02/1989]',0.028,125.771,-0.031,-0.736
'[23:16:12.372 09/02/1989]',0.020,124.394,-0.028,-0.724
'[23:16:12.376 09/02/1989]',0.014,124.623,-0.030,-0.720
'[23:16:12.380 09/02/1989]',0.010,123.246,-0.029,-0.724
'[23:16:12.384 09/02/1989]',0.016,123.246,-0.032,-0.727
'[23:16:12.388 09/02/1989]',-0.000,122.328,-0.032,-0.724
'[23:16:12.392 09/02/1989]',0.010,121.410,-0.031,-0.713
'[23:16:12.396 09/02/1989]',0.014,121.180,-0.033,-0.717
'[23:16:12.400 09/02/1989]',0.010,120.721,-0.031,-0.715
'[23:16:12.404 09/02/1989]',0.008,119.803,-0.029,-0.708
'[23:16:12.408 09/02/1989]',0.016,120.951,-0.027,-0.713
'[23:16:12.412 09/02/1989]',-0.000,119.803,-0.021,-0.713
'[23:16:12.416 09/02/1989]',0.002,117.738,-0.022,-0.703
'[23:16:12.420 09/02/1989]',-0.008,117.508,-0.024,-0.689
'[23:16:12.424 09/02/1989]',-0.010,117.049,-0.021,-0.694
'[23:16:12.428 09/02/1989]',-0.008,116.361,-0.022,-0.677
'[23:16:12.432 09/02/1989]',-0.010,116.131,-0.021,-0.682
'[23:16:12.436 09/02/1989]',0.024,115.672,-0.019,-0.684
'[23:16:12.440 09/02/1989]',0.004,115.443,-0.020,-0.675
'[23:16:12.444 09/02/1989]',-0.008,114.525,-0.021,-0.679
'[23:16:12.448 09/02/1989]',-0.054,114.754,-0.020,-0.682
'[23:16:12.452 09/02/1989]',-0.104,114.525,-0.016,-0.677
'[23:16:12.456 09/02/1989]',-0.140,113.836,-0.017,-0.682
'[23:16:12.460 09/02/1989]',-0.096,113.377,-0.016,-0.670
'[23:16:12.464 09/02/1989]',0.016,113.148,-0.018,-0.679
'[23:16:12.468 09/02/1989]',0.336,112.918,-0.017,-0.679
'[23:16:12.472 09/02/1989]',0.712,112.459,-0.022,-0.675
'[23:16:12.476 09/02/1989]',1.092,112.000,-0.023,-0.667
'[23:16:12.480 09/02/1989]',1.334,112.000,-0.026,-0.670
'[23:16:12.484 09/02/1989]',1.534,111.312,-0.025,-0.670
'[23:16:12.488 09/02/1989]',1.204,111.082,-0.027,-0.677
'[23:16:12.492 09/02/1989]',0.954,110.394,-0.024,-0.670
'[23:16:12.496 09/02/1989]',0.660,110.164,-0.019,-0.656
'[23:16:12.500 09/02/1989]',0.176,110.394,-0.017,-0.658
'[23:16:12.504 09/02/1989]',-0.124,109.934,-0.015,-0.658
'[23:16:12.508 09/02/1989]',-0.420,109.475,-0.015,-0.658
'[23:16:12.512 09/02/1989]',-0.640,109.705,-0.015,-0.665
'[23:16:12.516 09/02/1989]',-0.712,109.705,-0.015,-0.665
'[23:16:12.520 09/02/1989]',-0.570,109.246,-0.011,-0.663
'[23:16:12.524 09/02/1989]',-0.376,109.246,-0.008,-0.660
'[23:16:12.528 09/02/1989]',-0.224,108.557,-0.004,-0.648
'[23:16:12.532 09/02/1989]',-0.128,109.016,-0.000,-0.646
'[23:16:12.536 09/02/1989]',-0.090,107.410,0.001,-0.644
'[23:16:12.540 09/02/1989]',-0.090,108.098,0.001,-0.637
'[23:16:12.544 09/02/1989]',-0.104,108.098,-0.001,-0.641
'[23:16:12.548 09/02/1989]',-0.110,108.098,-0.000,-0.646
'[23:16:12.552 09/02/1989]',-0.104,108.098,-0.000,-0.637
'[23:16:12.556 09/02/1989]',-0.088,108.328,-0.002,-0.646
'[23:16:12.560 09/02/1989]',-0.080,107.869,-0.002,-0.641
'[23:16:12.564 09/02/1989]',-0.056,107.410,-0.001,-0.641
'[23:16:12.568 09/02/1989]',-0.056,107.180,-0.001,-0.644
'[23:16:12.572 09/02/1989]',-0.050,106.492,0.000,-0.646
'[23:16:12.576 09/02/1989]',-0.038,106.033,0.002,-0.646
'[23:16:12.580 09/02/1989]',-0.032,105.803,0.003,-0.644
'[23:16:12.584 09/02/1989]',-0.022,106.033,0.002,-0.627
'[23:16:12.588 09/02/1989]',-0.028,105.344,0.004,-0.620
'[23:16:12.592 09/02/1989]',-0.024,104.656,0.002,-0.618
'[23:16:12.596 09/02/1989]',-0.030,104.197,0.002,-0.613
'[23:16:12.600 09/02/1989]',-0.016,103.967,0.001,-0.618
'[23:16:12.604 09/02/1989]',-0.022,103.508,0.001,-0.620
'[23:16:12.608 09/02/1989]',-0.024,103.738,-0.000,-0.634
'[23:16:12.612 09/02/1989]',-0.018,103.508,-0.002,-0.637
'[23:16:12.616 09/02/1989]',-0.004,103.967,-0.004,-0.634
'[23:16:12.620 09/02/1989]',0.006,103.738,-0.005,-0.618
'[23:16:12.624 09/02/1989]',0.006,103.738,-0.003,-0.610
'[23:16:12.628 09/02/1989]',0.012,103.967,-0.002,-0.608
'[23:16:12.632 09/02/1989]',0.004,103.967,-0.005,-0.615
'[23:16:12.636 09/02/1989]',-0.002,104.656,-0.004,-0.618
'[23:16:12.640 09/02/1989]',0.020,104.885,-0.003,-0.620
'[23:16:12.644 09/02/1989]',-0.000,106.033,-0.002,-0.618
'[23:16:12.648 09/02/1989]',0.016,106.492,-0.002,-0.618
'[23:16:12.652 09/02/1989]',0.014,108.557,-0.002,-0.608
'[23:16:12.656 09/02/1989]',0.012,110.394,-0.002,-0.601
'[23:16:12.660 09/02/1989]',0.020,112.918,0.000,-0.599
'[23:16:12.664 09/02/1989]',0.010,116.590,-0.001,-0.615
'[23:16:12.668 09/02/1989]',0.032,120.951,0.004,-0.599
'[23:16:12.672 09/02/1989]',0.024,124.853,-0.001,-0.594
'[23:16:12.676 09/02/1989]',0.040,129.443,-0.000,-0.589
'[23:16:12.680 09/02/1989]',0.052,134.951,0.002,-0.591
'[23:16:12.684 09/02/1989]',0.062,140.000,-0.000,-0.589
'[23:16:12.688 09/02/1989]',0.066,145.049,-0.001,-0.589
'[23:16:12.692 09/02/1989]',0.070,151.016,-0.003,-0.589
'[23:16:12.696 09/02/1989]',0.062,156.984,-0.004,-0.582
'[23:16:12.700 09/02/1989]',0.076,162.951,-0.005,-0.582
'[23:16:12.704 09/02/1989]',0.066,168.459,-0.007,-0.582
'[23:16:12.708 09/02/1989]',0.084,173.738,-0.006,-0.589
'[23:16:12.712 09/02/1989]',0.080,179.017,-0.005,-0.582
'[23:16:12.716 09/02/1989]',0.092,183.607,-0.002,-0.580
'[23:16:12.720 09/02/1989]',0.082,186.361,0.002,-0.570
'[23:16:12.724 09/02/1989]',0.104,189.574,0.004,-0.577
'[23:16:12.728 09/02/1989]',0.104,191.869,0.008,-0.570
'[23:16:12.732 09/02/1989]',0.110,194.164,0.009,-0.572
'[23:16:12.736 09/02/1989]',0.112,196.459,0.011,-0.563
'[23:16:12.740 09/02/1989]',0.130,197.148,0.011,-0.561
'[23:16:12.744 09/02/1989]',0.126,196.459,0.009,-0.551
'[23:16:12.748 09/02/1989]',0.114,196.459,0.009,-0.556
'[23:16:12.752 09/02/1989]',0.132,195.541,0.011,-0.549
'[23:16:12.756 09/02/1989]',0.122,194.853,0.009,-0.553
'[23:16:12.760 09/02/1989]',0.136,194.164,0.007,-0.558
'[23:16:12.764 09/02/1989]',0.144,193.246,0.005,-0.556
'[23:16:12.768 09/02/1989]',0.144,192.328,0.005,-0.549
'[23:16:12.772 09/02/1989]',0.146,191.180,0.004,-0.542
'[23:16:12.776 09/02/1989]',0.138,189.115,0.005,-0.539
'[23:16:12.780 09/02/1989]',0.144,187.738,0.009,-0.534
'[23:16:12.784 09/02/1989]',0.156,186.820,0.009,-0.542
'[23:16:12.788 09/02/1989]',0.168,185.443,0.014,-0.539
'[23:16:12.792 09/02/1989]',0.172,184.295,0.013,-0.525
'[23:16:12.796 09/02/1989]',0.168,183.377,0.015,-0.523
'[23:16:12.800 09/02/1989]',0.162,182.000,0.016,-0.518
'[23:16:12.804 09/02/1989]',0.148,180.853,0.018,-0.513
'[23:16:12.808 09/02/1989]',0.144,179.935,0.019,-0.513
'[23:16:12.812 09/02/1989]',0.130,179.476,0.019,-0.518
'[23:16:12.816 09/02/1989]',0.120,179.017,0.020,-0.518
'[23:16:12.820 09/02/1989]',0.104,178.098,0.020,-0.511
'[23:16:12.824 09/02/1989]',0.112,178.098,0.022,-0.504
'[23:16:12.828 09/02/1989]',0.106,177.180,0.022,-0.496
'[23:16:12.832 09/02/1989]',0.094,177.180,0.020,-0.499
'[23:16:12.836 09/02/1989]',0.098,176.492,0.022,-0.496
'[23:16:12.840 09/02/1989]',0.104,176.951,0.022,-0.499
'[23:16:12.844 09/02/1989]',0.096,176.951,0.018,-0.504
'[23:16:12.848 09/02/1989]',0.110,176.721,0.021,-0.504
'[23:16:12.852 09/02/1989]',0.110,176.262,0.015,-0.496
'[23:16:12.856 09/02/1989]',0.108,175.574,0.015,-0.492
'[23:16:12.860 09/02/1989]',0.112,175.115,0.014,-0.485
'[23:16:12.864 09/02/1989]',0.088,174.885,0.010,-0.485
'[23:16:12.868 09/02/1989]',0.100,174.426,0.008,-0.477
'[23:16:12.872 09/02/1989]',0.090,173.508,0.002,-0.475
'[23:16:12.876 09/02/1989]',0.088,173.049,0.001,-0.463
'[23:16:12.880 09/02/1989]',0.076,172.590,-0.000,-0.466
'[23:16:12.884 09/02/1989]',0.090,172.131,-0.000,-0.466
'[23:16:12.888 09/02/1989]',0.084,170.525,0.004,-0.456
'[23:16:12.892 09/02/1989]',0.100,169.607,0.008,-0.456
'[23:16:12.896 09/02/1989]',0.098,168.000,0.011,-0.458
'[23:16:12.900 09/02/1989]',0.104,166.623,0.016,-0.444
'[23:16:12.904 09/02/1989]',0.096,164.787,0.015,-0.444
'[23:16:12.908 09/02/1989]',0.100,163.410,0.016,-0.447
'[23:16:12.912 09/02/1989]',0.088,161.574,0.015,-0.447
'[23:16:12.916 09/02/1989]',0.086,157.902,0.018,-0.435
'[23:16:12.920 09/02/1989]',0.086,155.148,0.020,-0.425
'[23:16:12.924 09/02/1989]',0.088,152.394,0.024,-0.428
'[23:16:12.928 09/02/1989]',0.078,149.180,0.023,-0.430
'[23:16:12.932 09/02/1989]',0.062,146.885,0.023,-0.437
'[23:16:12.936 09/02/1989]',0.060,144.131,0.025,-0.428
'[23:16:12.940 09/02/1989]',0.062,141.607,0.022,-0.418
'[23:16:12.944 09/02/1989]',0.066,138.623,0.024,-0.425
'[23:16:12.948 09/02/1989]',0.072,135.869,0.024,-0.425
'[23:16:12.952 09/02/1989]',0.076,134.951,0.022,-0.423
'[23:16:12.956 09/02/1989]',0.068,132.426,0.021,-0.420
'[23:16:12.960 09/02/1989]',0.064,131.049,0.019,-0.413
'[23:16:12.964 09/02/1989]',0.048,129.443,0.015,-0.428
'[23:16:12.968 09/02/1989]',0.054,128.525,0.013,-0.425
'[23:16:12.972 09/02/1989]',0.044,128.066,0.014,-0.411
'[23:16:12.976 09/02/1989]',0.064,127.148,0.013,-0.413
'[23:16:12.980 09/02/1989]',0.056,126.689,0.014,-0.409
'[23:16:12.984 09/02/1989]',0.080,127.377,0.014,-0.399
'[23:16:12.988 09/02/1989]',0.096,127.148,0.013,-0.399
'[23:16:12.992 09/02/1989]',0.116,127.377,0.013,-0.394
'[23:16:12.996 09/02/1989]',0.140,128.066,0.013,-0.387
'[23:16:13.000 09/02/1989]',0.148,128.984,0.011,-0.385
'[23:16:13.004 09/02/1989]',0.172,129.902,0.012,-0.390
'[23:16:13.008 09/02/1989]',0.176,130.820,0.010,-0.373
'[23:16:13.012 09/02/1989]',0.172,131.049,0.011,-0.375
'[23:16:13.016 09/02/1989]',0.162,132.426,0.009,-0.382
'[23:16:13.020 09/02/1989]',0.162,133.344,0.011,-0.371
'[23:16:13.024 09/02/1989]',0.194,133.574,0.011,-0.375
'[23:16:13.028 09/02/1989]',0.194,135.180,0.011,-0.373
'[23:16:13.032 09/02/1989]',0.220,135.639,0.013,-0.373
'[23:16:13.036 09/02/1989]',0.240,136.328,0.011,-0.371
'[23:16:13.040 09/02/1989]',0.234,136.787,0.015,-0.363
'[23:16:13.044 09/02/1989]',0.212,136.787,0.014,-0.368
'[23:16:13.048 09/02/1989]',0.194,137.475,0.017,-0.380
'[23:16:13.052 09/02/1989]',0.190,137.016,0.021,-0.368
'[23:16:13.056 09/02/1989]',0.180,137.246,0.024,-0.366
'[23:16:13.060 09/02/1989]',0.168,136.787,0.024,-0.361
'[23:16:13.064 09/02/1989]',0.146,136.098,0.029,-0.366
'[23:16:13.068 09/02/1989]',0.126,137.016,0.027,-0.354
'[23:16:13.072 09/02/1989]',0.076,135.639,0.025,-0.361
'[23:16:13.076 09/02/1989]',0.064,134.951,0.023,-0.361
'[23:16:13.080 09/02/1989]',0.040,134.951,0.020,-0.361
'[23:16:13.084 09/02/1989]',0.040,134.033,0.020,-0.352
'[23:16:13.088 09/02/1989]',0.034,133.803,0.016,-0.359
'[23:16:13.092 09/02/1989]',0.032,132.885,0.017,-0.349
'[23:16:13.096 09/02/1989]',0.028,132.197,0.020,-0.352
'[23:16:13.100 09/02/1989]',0.024,131.279,0.016,-0.349
'[23:16:13.104 09/02/1989]',0.018,130.820,0.020,-0.342
'[23:16:13.108 09/02/1989]',0.016,130.361,0.019,-0.352
'[23:16:13.112 09/02/1989]',0.008,129.443,0.016,-0.349
'[23:16:13.116 09/02/1989]',0.014,128.295,0.015,-0.342
'[23:16:13.120 09/02/1989]',0.016,127.607,0.012,-0.352
'[23:16:13.124 09/02/1989]',0.022,127.377,0.010,-0.344
'[23:16:13.128 09/02/1989]',0.020,126.000,0.011,-0.342
'[23:16:13.132 09/02/1989]',0.018,125.771,0.008,-0.344
'[23:16:13.136 09/02/1989]',0.012,125.312,0.007,-0.337
'[23:16:13.140 09/02/1989]',0.026,124.853,0.008,-0.342
'[23:16:13.144 09/02/1989]',0.020,123.246,0.011,-0.330
